Company,year,Current ratio (times),Debt to Asset ratio,Debt to equity ratio (times),Equity turnover,Free Cash Flow Return,Interest Coverage Ratio,Invested Capital Turnover,Net profit margin,Pre Tax Margin,Quick ratio (times),Return on capital employed,Return on equity,Return on sales,Return on total assets,Sales Growth Over Past Year,Acquired,Log_assets,Log_sales
Cyberscape Multimedia Ltd.,2000,5.1,0.0,0.0,0.62,0.06,19.33,0.62,18.23,19.86,4.8,11.67,11.68,30.09,11.14,110.63,0,4.779963476361254,3.979681653901961
Cyberscape Multimedia Ltd.,2001,9.6,0.02,0.02,0.55,-0.06,2.0,0.55,0.49,0.33,8.27,0.27,0.28,11.73,0.26,11.59,0,4.763881877142913,4.089332020398556
Cyberscape Multimedia Ltd.,2002,6.36,0.01,0.01,0.49,-0.03,3.333333333333333,0.48,-15.5,-14.42,5.68,-7.67,-7.79,-5.43,-7.42,-13.57,0,4.7059200890882344,3.9435216724875173
Cyberscape Multimedia Ltd.,2003,5.41,0.01,0.01,0.54,-0.01,4.666666666666666,0.53,-32.81,-24.49,4.76,-17.79,-18.05,-6.21,-16.58,-3.29,0,4.571613402459248,3.910021002757473
Cyberscape Multimedia Ltd.,2004,2.85,0.01,0.01,0.62,-0.02,6.0,0.61,-6.0,-8.09,2.33,-3.72,-3.77,-1.37,-3.39,2.2,0,4.513054897080286,3.9318256327243257
Cyberscape Multimedia Ltd.,2005,5.65,0.01,0.01,0.52,0.02,7.333333333333333,0.52,-6.41,-7.84,4.35,-3.34,-3.38,0.24,-3.15,-17.84,0,4.436751534363128,3.735285826928092
Cyberscape Multimedia Ltd.,2006,9.52,0.01,0.01,0.91,0.01,8.666666666666666,0.9,-3.1,-2.96,8.62,-2.79,-2.82,0.85,-2.68,68.26,0,4.414009680526933,4.255612709818223
Cyberscape Multimedia Ltd.,2007,11.7,0.01,0.01,1.25,0.0,10.0,1.23,0.21,0.93,9.95,0.26,0.26,3.72,0.24,37.16,0,4.426043520090656,4.571613402459248
Cyberscape Multimedia Ltd.,2008,12.47,0.03,0.03,1.78,-0.02,10.0,1.74,-3.79,-2.6,9.95,-6.61,-6.76,-0.67,-6.23,38.99,0,4.398146016553765,4.900820428089049
Cyberscape Multimedia Ltd.,2009,6.57,0.04,0.04,0.24,-0.01,10.0,0.23,-24.28,-26.59,5.51,-5.68,-5.9,-13.29,-5.26,-87.13,0,4.366912996863833,2.8507065015037334
Cyberscape Multimedia Ltd.,2010,12.89,0.0,0.0,0.1,-0.04,10.0,0.09,16.67,6.67,11.22,2.79,2.84,-36.76,2.59,-60.69,0,4.32280727501391,1.916922612182061
Cyberscape Multimedia Ltd.,2011,13.47,0.0,0.0,0.11,-0.01,10.0,0.11,-27.59,-19.54,12.21,-3.42,-3.42,-16.67,-3.22,14.71,0,4.302712827954156,2.0541237336955462
Cyberscape Multimedia Ltd.,2012,13.37,0.0,0.0,0.18,-0.06,10.0,0.18,-52.1,-53.78,13.37,-9.4,-9.42,-33.05,-8.79,51.28,0,4.206184043977636,2.468099531471619
Cyberscape Multimedia Ltd.,2013,19.7,0.0,0.0,0.01,-0.08,10.0,0.01,-1500.0,-1550.0,19.6,-10.03,-10.05,-125.0,-9.41,-96.61,0,4.100989104940769,-0.916290731874155
Cyberscape Multimedia Ltd.,2014,14.92,0.01,0.01,0.01,0.0,10.0,0.01,-566.67,-500.0,14.85,-3.03,-3.04,-133.33,-2.86,-25.0,0,4.070734696582967,-1.2039728043259361
Cyberscape Multimedia Ltd.,2015,0.3,1.0,0.013333333333333334,0.01,-1.0,10.0,0.01,-13850.0,-13950.0,0.3,-199.28,-202.56,-125.0,-187.16,33.33,0,-0.5108256237659907,-0.916290731874155
Cyberscape Multimedia Ltd.,2016,0.25,1.33,0.016666666666666666,-0.4,-0.17,10.0,1.0,-100.0,-100.0,0.25,-100.0,-83.55,-50.0,-33.33,-50.0,0,-0.5108256237659907,-1.6094379124341003
Cyberscape Multimedia Ltd.,2017,0.0,0.02,0.02,0.02,-0.01,10.0,0.02,2133.33,-366.67,0.0,34.04,35.46,-66.67,32.57,50.0,0,3.655839600035736,-1.2039728043259361
Cyberscape Multimedia Ltd.,2018,0.0,0.02,0.02,0.02,-0.01,10.0,0.02,2133.33,-366.67,0.0,34.04,35.46,-66.67,32.57,50.0,0,3.655839600035736,-1.2039728043259361
Cyberscape Multimedia Ltd.,2019,0.0,0.02,0.02,0.02,-0.01,10.0,0.02,2133.33,-366.67,0.0,34.04,35.46,-66.67,32.57,50.0,0,3.655839600035736,-1.2039728043259361
Cyberscape Multimedia Ltd.,2020,0.0,0.02,0.02,0.02,-0.01,10.0,0.02,2133.33,-366.67,0.0,34.04,35.46,-66.67,32.57,50.0,0,3.655839600035736,-1.2039728043259361
Cyberscape Multimedia Ltd.,2021,0.0,0.02,0.02,0.02,-0.01,10.0,0.02,2133.33,-366.67,0.0,34.04,35.46,-66.67,32.57,50.0,0,3.655839600035736,-1.2039728043259361
Dassault Systemes Solutions Lab Pvt. Ltd.,2002,0.66,0.0,0.0,5.67,0.99,74.22,5.67,31.99,33.57,0.66,187.46,187.46,39.78,113.97,18880.0,0,4.566429357671661,5.245970886175828
Dassault Systemes Solutions Lab Pvt. Ltd.,2003,0.64,0.0,0.0,4.41,0.84,442.85,4.41,33.73,34.49,0.64,157.11,157.11,42.38,76.03,65.86,0,5.306285536197214,5.751937516543248
Dassault Systemes Solutions Lab Pvt. Ltd.,2004,1.16,0.0,0.0,4.04,0.76,811.4800000000001,4.04,31.64,32.08,1.16,130.29,130.29,44.0,62.74,42.09,0,5.554508771908447,6.103229510438802
Dassault Systemes Solutions Lab Pvt. Ltd.,2005,0.96,0.0,0.0,3.98,0.77,1180.1100000000001,3.98,32.36,32.68,0.96,132.18,132.18,43.2,63.1,33.27,0,5.909440711629391,6.390408438225881
Dassault Systemes Solutions Lab Pvt. Ltd.,2006,1.0,0.0,0.0,4.11,0.6,1548.7400000000002,4.11,26.85,26.92,1.0,112.41,112.41,36.6,52.42,25.18,0,6.017619504584833,6.614993660787057
Dassault Systemes Solutions Lab Pvt. Ltd.,2007,1.47,0.0,0.0,3.66,0.48,1917.3700000000003,3.66,22.12,27.88,1.47,84.24,84.24,32.43,45.35,20.45,0,6.21999357069853,6.801060540311174
Dassault Systemes Solutions Lab Pvt. Ltd.,2008,0.45,0.27,0.67,3.34,0.36,2286.0,2.33,31.23,33.32,0.45,73.23,104.81,44.56,47.93,51.76,0,7.156878419255294,7.218176838403408
Dassault Systemes Solutions Lab Pvt. Ltd.,2009,1.55,0.0,0.0,1.68,0.31,27.17,1.38,30.86,29.85,1.55,42.81,52.05,40.19,30.97,0.23,0,7.286123219205934,7.220520131801381
Dassault Systemes Solutions Lab Pvt. Ltd.,2010,1.81,0.0,0.0,1.21,0.24,58.935,1.21,25.27,25.21,1.74,32.74,32.74,28.9,24.51,5.72,0,7.456512323582683,7.276141378848881
Dassault Systemes Solutions Lab Pvt. Ltd.,2011,0.92,0.08,0.15,1.57,0.26,90.7,1.47,17.27,24.98,0.85,25.5,27.36,32.81,16.44,31.7,0,7.738575264667155,7.551502109246956
Dassault Systemes Solutions Lab Pvt. Ltd.,2012,1.55,0.0,0.0,1.93,0.34,437.67,1.81,15.96,23.89,1.47,29.21,31.02,36.78,19.2,43.95,0,7.741012167526728,7.915786189419008
Dassault Systemes Solutions Lab Pvt. Ltd.,2013,2.21,0.0,0.0,1.74,0.32,508.32,1.74,14.83,22.4,2.12,26.13,26.13,39.13,19.94,12.52,0,7.755895641507581,8.033755730969114
Dassault Systemes Solutions Lab Pvt. Ltd.,2014,3.72,0.0,0.0,1.42,0.23,578.97,1.42,16.71,25.32,3.58,25.16,25.16,28.28,20.5,-5.62,0,7.893572073504902,7.975908360165538
Dassault Systemes Solutions Lab Pvt. Ltd.,2015,2.75,0.0,0.0,1.53,0.19,649.62,1.53,14.860000000000001,25.08,2.59,19.086666666666666,21.696666666666665,26.10666666666667,15.82,3.39,0,8.33647035598598,8.109465525653814
Dassault Systemes Solutions Lab Pvt. Ltd.,2016,4.33,0.51,1.21,1.45,0.15000000000000002,546.06,0.81,13.01,23.81,4.1,13.013333333333334,18.233333333333334,23.933333333333334,11.14,16.31,0,8.642356334370243,8.227268606411677
Dassault Systemes Solutions Lab Pvt. Ltd.,2017,2.24,0.47,1.04,1.3,0.11,373.41666666666663,0.61,11.16,16.92,2.19,6.94,14.77,21.76,6.46,18.81,0,8.87626525995469,8.332645157861391
Dassault Systemes Solutions Lab Pvt. Ltd.,2018,3.46,0.41,0.79,1.28,0.09,200.7733333333333,0.67,10.5,16.38,3.4,7.15,13.62,21.35,6.67,10.34,0,8.92458976637415,8.431046894682215
Dassault Systemes Solutions Lab Pvt. Ltd.,2019,3.42,0.28,0.43,0.88,0.1,28.13,0.57,13.01,18.29,3.39,7.63,11.83,24.54,7.18,15.06,0,9.405792017313061,8.571359355159966
Dassault Systemes Solutions Lab Pvt. Ltd.,2020,3.99,0.25,0.37,0.71,0.1,40.37,0.51,13.86,19.31,3.99,7.21,10.08,26.4,6.77,15.63,0,9.500140200398965,8.716552117794492
Dassault Systemes Solutions Lab Pvt. Ltd.,2021,3.99,0.25,0.37,0.71,0.1,40.37,0.51,13.86,19.31,3.99,7.21,10.08,26.4,6.77,15.63,0,9.500140200398965,8.716552117794492
E I T Services India Pvt. Ltd.,2000,2.0,0.0,0.0,1.51,0.13,,1.51,24.94,30.34,2.0,40.24,40.3,27.63,27.11,200.49,0,7.7676026354330805,7.518932896674832
E I T Services India Pvt. Ltd.,2001,3.33,0.0,0.01,1.8,0.37,,1.79,25.99,30.61,3.33,48.42,48.61,32.22,34.51,80.24,0,7.957877358489813,8.108051332335632
E I T Services India Pvt. Ltd.,2002,4.19,0.0,0.01,1.55,0.23,504.04,1.54,21.9,27.8,4.19,35.01,35.2,29.75,28.34,27.58,0,8.284529466717869,8.351657952722341
E I T Services India Pvt. Ltd.,2003,6.32,0.01,0.01,1.52,0.27,406.3,1.51,21.03,23.89,6.32,32.57,32.79,27.24,27.92,48.23,0,8.656450658739166,8.745268561295957
E I T Services India Pvt. Ltd.,2004,5.5,0.01,0.01,1.46,0.19,475.6333333333333,1.45,13.38,15.2,5.5,19.57,19.74,21.29,17.24,29.62,0,8.859633299102951,9.004692868278724
E I T Services India Pvt. Ltd.,2005,6.81,0.0,0.0,1.55,0.19,544.9666666666667,1.54,9.52,11.06,6.72,14.95,15.01,15.06,13.32,26.45,0,8.976969701506457,9.23939419236692
E I T Services India Pvt. Ltd.,2006,4.33,0.0,0.0,1.72,0.18,614.3,1.72,7.18,8.45,4.33,12.49,12.49,13.34,11.16,27.06,0,9.121509158269568,9.478893140398787
E I T Services India Pvt. Ltd.,2007,4.33,0.0,0.0,1.72,0.18,683.6333333333333,1.72,7.18,8.45,4.33,12.49,12.49,13.34,11.16,27.06,0,9.121509158269568,9.478893140398787
E I T Services India Pvt. Ltd.,2008,3.67,0.0,0.0,1.376,0.1925,752.9666666666667,1.376,8.372499999999999,10.175999999999998,3.668,17.462,17.462,14.396666666666667,13.536,23.747142857142855,0,9.268437095465915,9.691666121764325
E I T Services India Pvt. Ltd.,2009,3.0100000000000002,0.0,0.0,1.032,0.20500000000000002,822.3,1.032,9.565,11.902,3.0060000000000002,22.433999999999997,22.433999999999997,15.453333333333333,15.911999999999999,20.434285714285714,0,9.396516988469632,9.867013729889011
E I T Services India Pvt. Ltd.,2010,2.3500000000000005,0.0,0.0,0.688,0.2175,891.6333333333333,0.688,10.7575,13.627999999999998,2.344,27.406,27.406,16.509999999999998,18.288,17.12142857142857,0,9.51003932661107,10.016153071568407
E I T Services India Pvt. Ltd.,2011,1.6900000000000004,0.0,0.0,0.3440000000000001,0.23,960.9666666666667,0.3440000000000001,11.95,15.354,1.682,32.378,32.378,17.566666666666666,20.664,13.808571428571428,0,9.61197816524996,10.145909410708041
E I T Services India Pvt. Ltd.,2012,1.03,0.0,0.0,0.0,0.37,1030.3,0.0,11.39,17.08,1.02,37.35,37.35,18.623333333333335,23.04,10.495714285714286,0,9.584135918423325,10.260746409297916
E I T Services India Pvt. Ltd.,2013,2.27,0.0,0.0,3.16,0.29,1099.6333333333332,3.16,11.75,18.29,2.25,38.56,38.56,19.68,25.29,7.1828571428571415,0,9.684068307376094,10.363743830326984
E I T Services India Pvt. Ltd.,2014,1.41,0.0,0.0,2.39,0.18,1168.9666666666667,2.39,10.61,16.43,1.4,26.11,26.11,18.49,15.25,3.87,0,10.345400301615339,10.401753634416492
E I T Services India Pvt. Ltd.,2015,2.04,0.0,0.0,2.1,0.14,1238.3,2.1,4.5,19.35,2.0,9.83,9.83,16.67,5.43,12.15,0,10.38534872739763,10.516459933365432
E I T Services India Pvt. Ltd.,2016,1.0,0.06,0.14,2.4,0.14500000000000002,199.15,2.25,6.94,24.91,1.0,16.225,17.5,17.575000000000003,8.305,25.25,0,10.685898259592047,10.774149966333024
E I T Services India Pvt. Ltd.,2017,1.3,0.04,0.09,2.67,0.15,54.65,2.4,9.38,13.98,1.3,22.62,25.17,18.48,11.18,26.77,0,10.916683555016967,10.978856802473839
E I T Services India Pvt. Ltd.,2018,1.67,0.02,0.04,2.0,0.09,47.01,1.88,9.14,14.01,1.67,17.38,18.48,17.32,8.88,-6.27,0,10.990145336669356,10.914082503860659
E I T Services India Pvt. Ltd.,2019,1.74,0.12,0.2,1.63,0.16,14.29,1.45,11.45,16.32,1.72,16.9,18.97,22.21,10.54,-3.89,0,10.960838514080434,10.87445016494256
E I T Services India Pvt. Ltd.,2020,0.91,0.23,0.71,2.05,0.19,13.63,1.53,9.79,14.15,0.88,15.73,21.12,16.87,10.31,-4.92,0,10.66255121066546,10.82395355582076
E I T Services India Pvt. Ltd.,2021,0.91,0.23,0.71,2.05,0.19,13.63,1.53,9.79,14.15,0.88,15.73,21.12,16.87,10.31,-4.92,0,10.66255121066546,10.82395355582076
Eclerx Services Ltd.,2001,0.38,0.0,0.0,3.56,,,3.56,,18.75,0.38,,,,,60.0,0,,
Eclerx Services Ltd.,2002,1.03,0.0,0.0,43.2,,,43.2,,3.61,1.03,,,,,6312.5,0,,
Eclerx Services Ltd.,2003,0.06,0.0,0.0,26.81,,,26.81,,16.45,0.06,,,,,5.17,0,,
Eclerx Services Ltd.,2004,0.06,0.0,0.0,26.81,,,26.81,,16.45,0.06,,,,,5.17,0,,
Eclerx Services Ltd.,2005,2.3200000000000003,0.0,0.0,15.45,0.77,,15.45,51.29,31.380000000000003,2.3200000000000003,,,54.45,,43.815,0,5.570251082031678,6.156978985585555
Eclerx Services Ltd.,2006,4.58,0.0,0.0,4.09,1.01,,4.09,45.94,46.31,4.58,188.03,188.03,50.93,128.11,82.46,0,5.8732439157205505,6.758326765490208
Eclerx Services Ltd.,2007,4.48,0.03,0.03,1.45,0.19,191.46,1.41,35.57,40.11,4.48,53.02,54.34,40.82,45.91,35.83,0,7.350837250661608,7.064588073008926
Eclerx Services Ltd.,2008,3.71,0.0,0.0,1.32,0.21,1690.25,1.31,30.04,33.44,3.71,40.24,40.78,41.36,32.89,68.48,0,7.664956488332188,7.586245570198448
Eclerx Services Ltd.,2009,4.47,0.0,0.0,1.41,0.24,1527.1783333333333,1.41,27.67,31.0,4.47,39.81,39.81,38.45,31.54,30.41,0,7.812944617785118,7.851738995873041
Eclerx Services Ltd.,2010,2.68,0.0,0.0,1.58,0.29,1364.1066666666666,1.58,32.39,36.82,2.64,54.69,54.69,38.72,39.72,33.03,0,8.159317526900987,8.137132637529799
Eclerx Services Ltd.,2011,3.52,0.0,0.0,1.66,0.37,1201.035,1.66,31.89,39.5,3.49,55.42,55.42,39.45,39.39,38.19,0,8.414983262997657,8.460559345848644
Eclerx Services Ltd.,2012,2.5,0.0,0.0,1.53,0.23,1037.9633333333334,1.53,26.88,32.88,2.49,41.78,41.78,39.76,30.85,20.84,0,8.628824007587422,8.649834187755614
Eclerx Services Ltd.,2013,2.98,0.0,0.0,1.5,0.25,874.8916666666667,1.5,33.79,42.37,2.98,51.92,51.92,43.23,38.31,24.95,0,8.892061625546935,8.87259933076275
Eclerx Services Ltd.,2014,3.09,0.0,0.0,1.38,0.23,711.82,1.38,25.39,31.75,3.08,36.42,36.42,32.75,26.99,14.71,0,9.07347772258631,9.009862991160885
Eclerx Services Ltd.,2015,7.31,0.0,0.0,1.37,0.35,571.742,1.37,25.82,33.93,7.29,36.61,36.61,37.85,30.15,35.14,0,9.295462465393005,9.31099081262558
Eclerx Services Ltd.,2016,6.95,0.0,0.0,1.12,0.26,431.664,1.12,27.88,33.99,6.93,32.1,32.1,37.22,28.18,5.08,0,9.446850195345714,9.360500241961741
Eclerx Services Ltd.,2017,5.4,0.0,0.0,1.06,0.23,291.58599999999996,1.06,22.81,30.03,5.39,25.13,25.13,29.94,21.51,0.28,0,9.471326764537094,9.36330177346365
Eclerx Services Ltd.,2018,6.12,0.0,0.0,0.95,0.11,151.50799999999992,0.95,17.5,23.8,6.1,17.43,17.43,22.6,14.9,-2.18,0,9.62224470371325,9.341210727179059
Eclerx Services Ltd.,2019,3.77,0.08,0.11,0.93,0.19,11.43,0.88,10.62,15.59,3.76,9.81,10.32,22.19,8.19,-1.72,0,9.639964617068575,9.323811904222934
Eclerx Services Ltd.,2020,3.84,0.07,0.1,1.01,0.15,18.66,0.92,19.38,26.17,3.8,18.34,20.26,31.38,15.12,6.9,0,9.69977278413719,9.390492911485298
Eclerx Services Ltd.,2021,3.84,0.07,0.1,1.01,0.15,18.66,0.92,19.38,26.17,3.8,18.34,20.26,31.38,15.12,6.9,0,9.69977278413719,9.390492911485298
Exensys Software Solutions Ltd.,2001,2.0,0.0,0.0,0.09,-0.02,,0.09,0.0,4.55,2.0,0.0,0.0,40.91,0.0,,0,3.3463891451671604,0.7884573603642703
Exensys Software Solutions Ltd.,2002,5.5,0.0,0.0,0.1,0.01,,0.1,8.0,12.0,5.5,0.77,0.77,44.0,0.76,13.64,0,3.353406717825807,0.9162907318741551
Exensys Software Solutions Ltd.,2003,6.34,0.0,0.0,0.78,-0.11,,0.78,21.82,24.43,6.34,17.27,17.31,40.07,16.44,1108.0,0,4.222444564849416,3.407841924380824
Exensys Software Solutions Ltd.,2004,7.92,0.01,0.01,0.72,0.08,89.0,0.72,23.17,23.85,7.92,16.85,16.97,44.66,16.05,141.72,0,5.064491966886966,4.290459441148391
Exensys Software Solutions Ltd.,2005,1.62,0.02,0.02,1.0,0.28,343.0,0.99,16.39,20.63,1.62,16.3,16.52,24.33,14.49,125.75,0,5.374352052824034,5.1047326174753715
Exensys Software Solutions Ltd.,2006,3.81,0.01,0.01,1.24,0.1,205.5,1.22,13.68,15.34,3.81,16.69,16.93,20.43,14.36,60.98,0,5.668500660511562,5.580861261143694
Exensys Software Solutions Ltd.,2007,11.71,0.01,0.01,1.19,-0.35,156.2,1.18,15.81,17.42,11.71,18.72,18.9,21.28,16.93,67.36,0,6.295634937064565,6.095824562432225
Exensys Software Solutions Ltd.,2008,1.02,0.02,0.03,0.23,0.34,14.56,0.23,11.44,6.99,1.02,3.86,3.93,-19.39,3.21,-73.63,0,6.541318557841451,4.763028270603671
Exensys Software Solutions Ltd.,2009,0.72,0.01,0.02,0.18,0.16,6.77,0.17,14.57,7.4,0.72,2.51,2.57,49.45,1.8,-21.78,0,6.67670555609683,4.517431271680085
Exensys Software Solutions Ltd.,2010,0.54,0.01,0.01,0.02,0.04,6.77,0.02,-851.4,-886.92,0.54,-18.42,-18.66,-165.85,-12.37,-91.05,0,6.520915634997138,2.1041341542702074
Exensys Software Solutions Ltd.,2011,2.32,0.0,0.0,0.01,-2.29,6.77,0.01,-158.7,-432.29,2.32,-48.47,-48.79,-2653.57,-31.52,-65.85,0,5.073297055220967,1.0296194171811581
Exensys Software Solutions Ltd.,2012,2.55,0.0,0.0,0.07,-0.71,6.77,0.07,-240.52,-240.52,2.53,-74.05,-74.05,-1259.26,-47.71,92.86,0,4.3067641501733345,1.6863989535702288
Exensys Software Solutions Ltd.,2013,2.55,0.0,0.0,0.07,-0.71,6.77,0.07,-240.52,-240.52,2.53,-74.05,-74.05,-1259.26,-47.71,92.86,0,4.3067641501733345,1.6863989535702288
Exensys Software Solutions Ltd.,2014,1.95,0.0,0.0,0.07500000000000001,-0.45,6.77,0.07500000000000001,-1333.33,-898.52,1.94,-97.5,-97.5,-1242.11,-54.504999999999995,56.955,0,4.120661870539474,0.6418538861723947
Exensys Software Solutions Ltd.,2015,1.35,0.0,0.0,0.08,-0.89,6.77,0.08,-1556.52,-1556.52,1.35,-120.95,-120.95,-1365.22,-61.3,21.05,0,4.01096295328305,0.8329091229351039
Exensys Software Solutions Ltd.,2016,4.39,0.0,0.0,1.14,-1.15,6.77,1.14,-113.82,-156.03,4.39,-129.61,-129.61,-102.01,-89.17,1630.43,0,3.8372994592322094,3.6838669122903918
Exensys Software Solutions Ltd.,2017,1.89,0.0,0.0,0.39,-2.2,6.77,0.39,-1012.33,-956.16,1.65,-393.09,-393.09,-830.14,-221.26,-81.66,0,3.0155349008501706,1.9878743481543455
Exensys Software Solutions Ltd.,2018,1.37,0.0,0.0,-22.0,-5.47,6.77,-22.0,-3322.73,-2539.29,0.98,-202.975,-202.975,-3136.36,-449.85,-69.86,0,2.4932054526026954,0.7884573603642703
Exensys Software Solutions Ltd.,2019,0.45,0.0,0.0,0.14,0.17,6.77,0.14,-90.0,-186.67,0.34,-12.86,-12.86,-144.83,-5.92,31.82,0,4.370712874773608,1.0647107369924282
Exensys Software Solutions Ltd.,2020,0.45,0.0,0.0,0.14,0.17,6.77,0.14,-90.0,-186.67,0.34,-12.86,-12.86,-144.83,-5.92,31.82,0,4.370712874773608,1.0647107369924282
Exensys Software Solutions Ltd.,2021,0.45,0.0,0.0,0.14,0.17,6.77,0.14,-90.0,-186.67,0.34,-12.86,-12.86,-144.83,-5.92,31.82,0,4.370712874773608,1.0647107369924282
First Fintec Ltd.,2001,1.0,0.01,0.01,0.03,-0.17,,0.03,-937.5,-681.82,1.0,,,4.69,,-77.08,0,4.520701029361642,1.6486586255873816
First Fintec Ltd.,2002,0.5449999999999999,0.0,0.0,0.01,0.0,,0.01,-1875.0,-1875.0,0.5449999999999999,-23.44,-23.58,0.0,-23.31,-63.64,0,4.248495242049359,-0.2231435513142097
First Fintec Ltd.,2003,0.09,0.0,0.0,0.01,-0.03666666666666667,,0.01,-1253.1733333333332,-6080.0,0.09,-15.836666666666666,-15.93,4.763333333333333,-15.736666666666665,-37.5,0,4.155753190350744,0.2097205309820691
First Fintec Ltd.,2004,0.04,0.0,0.0,0.03,-0.07333333333333333,,0.03,-631.3466666666666,-28.57,0.04,-8.233333333333333,-8.28,9.526666666666666,-8.163333333333332,40.0,0,4.053522567701846,0.5108256237659907
First Fintec Ltd.,2005,4.0,0.0,0.0,0.07,-0.11,,0.07,-9.52,68.18,4.0,-0.63,-0.63,14.29,-0.59,200.0,0,3.9396381724611196,0.7419373447293773
First Fintec Ltd.,2006,2.0,0.0,0.0,0.09,0.0,,0.09,8.57,8.57,2.0,0.8,0.8,20.0,0.8,66.67,0,3.9454577815143836,1.252762968495368
First Fintec Ltd.,2007,2.45,0.01,0.01,1.03,0.0,,1.02,4.78,4.78,2.45,4.88,4.91,7.07,4.66,2648.57,0,5.073923033332174,4.566429357671661
First Fintec Ltd.,2008,15.27,0.01,0.01,1.09,0.07,,1.08,9.22,7.83,15.27,10.31,10.4,14.93,9.98,80.35,0,5.441551534633945,5.156177599386914
First Fintec Ltd.,2009,2.59,0.01,0.02,1.37,0.21,,1.35,15.6,13.31,2.59,21.59,21.9,19.2,19.3,40.46,0,5.614951260949585,5.495937960631161
First Fintec Ltd.,2010,1.82,0.05,0.06,2.01,0.1,,1.92,4.2,6.66,1.25,8.12,8.52,15.74,6.55,148.71,0,6.314815358839217,6.40704498895724
First Fintec Ltd.,2011,1.99,0.05,0.06,1.54,0.1,,1.45,-0.17,0.76,1.45,-0.25,-0.27,12.55,-0.2,5.15,0,6.331501849893691,6.457240502320248
First Fintec Ltd.,2012,6.12,0.0,0.0,1.54,0.05,,1.49,0.28,0.28,4.42,0.42,0.44,10.27,0.35,-0.39,0,6.170865175474273,6.453309988652254
First Fintec Ltd.,2013,9.44,0.04,0.05,1.17,-0.05,,1.14,-11.19,-12.65,6.61,-12.96,-13.25,-3.65,-11.44,-28.75,0,6.036198878448153,6.114345676483797
First Fintec Ltd.,2014,14.44,0.04,0.04,0.79,-0.01,,0.76,0.28,-7.93,10.97,0.22,0.23,8.64,0.2,-38.6,0,5.952203833154679,5.626541394312754
First Fintec Ltd.,2015,20.65,0.03,0.03,0.44,0.04,5.08,0.42,1.15,2.57,16.64,0.51,0.52,3.72,0.47,-48.72,0,5.834810737062605,4.958639998977875
First Fintec Ltd.,2016,17.48,0.01,0.02,0.48,0.04,5.33,0.47,0.79,1.7,14.12,0.38,0.39,5.78,0.35,4.42,0,5.826295049131593,5.001930853466109
First Fintec Ltd.,2017,22.36,0.01,0.02,0.33,0.14,5.0,0.32,1.16,1.93,16.96,0.38,0.39,11.79,0.36,-32.68,0,5.818300928098793,4.6061696863211745
First Fintec Ltd.,2018,15.97,0.02,0.02,0.22,0.17,5.0,0.22,-144.00000000000003,-24.75,9.77,-8.834999999999999,-9.025,-13.655000000000001,-8.11,-33.37,0,5.705614129485171,4.037774210733707
First Fintec Ltd.,2019,5.74,0.02,0.03,0.05,0.2,5.0,0.05,-289.16,-293.98,1.29,-18.05,-18.44,-39.1,-16.58,-80.06,0,5.578597109233056,2.5877640352277083
First Fintec Ltd.,2020,1.51,0.02,0.02,0.01,0.03,5.0,0.01,-1996.3,-2688.89,0.26,-26.74,-27.42,-815.38,-24.03,-90.23,0,5.214392131610276,0.26236426446749106
First Fintec Ltd.,2021,1.51,0.02,0.02,0.01,0.03,5.0,0.01,-1996.3,-2688.89,0.26,-26.74,-27.42,-815.38,-24.03,-90.23,0,5.214392131610276,0.26236426446749106
Fourth Generation Information Systems Ltd.,2000,1.89,0.0,0.0,2.63,-0.14,,2.63,16.13,16.0,1.89,42.57,42.64,21.34,30.97,640.1,0,5.0072963928307415,5.0072963928307415
Fourth Generation Information Systems Ltd.,2001,4.7,0.0,0.0,1.37,-0.12,450.0,1.37,22.67,19.26,4.7,31.68,31.79,31.55,25.29,30.17,0,5.366910158013648,5.270946169751904
Fourth Generation Information Systems Ltd.,2002,5.81,0.0,0.0,0.48,0.05,450.0,0.48,-0.69,0.12,4.31,-0.33,-0.33,24.86,-0.29,-55.55,0,5.350435320810143,4.460144413937834
Fourth Generation Information Systems Ltd.,2003,2.08,0.0,0.0,0.08,0.47,450.0,0.08,-102.52,-102.52,0.11,-9.42,-9.42,-44.52,-8.11,-83.12,0,5.269403356383394,2.681021528714291
Fourth Generation Information Systems Ltd.,2004,0.82,0.0,0.0,0.0,0.31333333333333335,450.0,0.0,-85.01333333333334,-5328.57,0.11,-6.34,-6.34,-21.346666666666668,-5.456666666666667,-97.26,0,5.16440494896177,2.289162072661905
Fourth Generation Information Systems Ltd.,2005,0.11,0.0,0.0,0.0,0.15666666666666668,450.0,0.0,-67.50666666666666,-6766.67,0.11,-3.26,-3.26,1.826666666666668,-2.8033333333333337,-25.0,0,5.04707436428766,1.6357552207514736
Fourth Generation Information Systems Ltd.,2006,0.11,0.0,0.0,0.0,0.0,450.0,0.0,-50.0,-50.0,0.11,-0.18,-0.18,25.0,-0.15,33.33,0,4.9141243937154115,-0.916290731874155
Fourth Generation Information Systems Ltd.,2007,0.11,0.0,0.0,0.0,0.0,450.0,0.0,-125.0,-50.0,0.11,-0.275,-0.275,-12.5,-0.21999999999999997,0.0,0,4.9122871710784795,-1.203972804325936
